column_000,column_001,column_002,column_003,column_004,column_005,column_006,column_007,column_008,column_009,column_010,column_011,column_012,column_013,column_014,column_015,column_016,column_017,column_018,column_019
14050026695,value-1405-1,value-1405-2,value-1405-3,value-1405-4,14050026700,value-1405-6,value-1405-7,value-1405-8,value-1405-9,14050026705,value-1405-11,value-1405-12,value-1405-13,value-1405-14,14050026710,value-1405-16,value-1405-17,value-1405-18,value-1405-19
14060026714,value-1406-1,value-1406-2,value-1406-3,value-1406-4,14060026719,value-1406-6,value-1406-7,value-1406-8,value-1406-9,14060026724,value-1406-11,value-1406-12,value-1406-13,value-1406-14,14060026729,value-1406-16,value-1406-17,value-1406-18,value-1406-19
14070026733,value-1407-1,value-1407-2,value-1407-3,value-1407-4,14070026738,value-1407-6,value-1407-7,value-1407-8,value-1407-9,14070026743,value-1407-11,value-1407-12,value-1407-13,value-1407-14,14070026748,value-1407-16,value-1407-17,value-1407-18,value-1407-19
14080026752,value-1408-1,value-1408-2,value-1408-3,value-1408-4,14080026757,value-1408-6,value-1408-7,value-1408-8,value-1408-9,14080026762,value-1408-11,value-1408-12,value-1408-13,value-1408-14,14080026767,value-1408-16,value-1408-17,value-1408-18,value-1408-19
14090026771,value-1409-1,value-1409-2,value-1409-3,value-1409-4,14090026776,value-1409-6,value-1409-7,value-1409-8,value-1409-9,14090026781,value-1409-11,value-1409-12,value-1409-13,value-1409-14,14090026786,value-1409-16,value-1409-17,value-1409-18,value-1409-19
14100026790,value-1410-1,value-1410-2,value-1410-3,value-1410-4,14100026795,value-1410-6,value-1410-7,value-1410-8,value-1410-9,14100026800,value-1410-11,value-1410-12,value-1410-13,value-1410-14,14100026805,value-1410-16,value-1410-17,value-1410-18,value-1410-19
14110026809,value-1411-1,value-1411-2,value-1411-3,value-1411-4,14110026814,value-1411-6,value-1411-7,value-1411-8,value-1411-9,14110026819,value-1411-11,value-1411-12,value-1411-13,value-1411-14,14110026824,value-1411-16,value-1411-17,value-1411-18,value-1411-19
14120026828,value-1412-1,value-1412-2,value-1412-3,value-1412-4,14120026833,value-1412-6,value-1412-7,value-1412-8,value-1412-9,14120026838,value-1412-11,value-1412-12,value-1412-13,value-1412-14,14120026843,value-1412-16,value-1412-17,value-1412-18,value-1412-19
14130026847,value-1413-1,value-1413-2,value-1413-3,value-1413-4,14130026852,value-1413-6,value-1413-7,value-1413-8,value-1413-9,14130026857,value-1413-11,value-1413-12,value-1413-13,value-1413-14,14130026862,value-1413-16,value-1413-17,value-1413-18,value-1413-19
14140026866,value-1414-1,,value-1414-3,value-1414-4,14140026871,value-1414-6,value-1414-7,value-1414-8,value-1414-9,14140026876,value-1414-11,value-1414-12,value-1414-13,value-1414-14,14140026881,value-1414-16,value-1414-17,value-1414-18,value-1414-19
14150026885,value-1415-1,value-1415-2,value-1415-3,value-1415-4,14150026890,value-1415-6,value-1415-7,value-1415-8,value-1415-9,14150026895,value-1415-11,value-1415-12,value-1415-13,value-1415-14,14150026900,value-1415-16,value-1415-17,value-1415-18,value-1415-19
14160026904,value-1416-1,value-1416-2,value-1416-3,value-1416-4,14160026909,value-1416-6,value-1416-7,value-1416-8,value-1416-9,14160026914,value-1416-11,value-1416-12,value-1416-13,value-1416-14,14160026919,value-1416-16,value-1416-17,value-1416-18,value-1416-19
14170026923,value-1417-1,value-1417-2,value-1417-3,value-1417-4,14170026928,value-1417-6,value-1417-7,value-1417-8,value-1417-9,14170026933,value-1417-11,value-1417-12,value-1417-13,value-1417-14,14170026938,value-1417-16,value-1417-17,value-1417-18,value-1417-19
14180026942,value-1418-1,value-1418-2,value-1418-3,value-1418-4,14180026947,value-1418-6,value-1418-7,value-1418-8,value-1418-9,14180026952,value-1418-11,value-1418-12,value-1418-13,value-1418-14,14180026957,value-1418-16,value-1418-17,value-1418-18,value-1418-19
14190026961,value-1419-1,value-1419-2,value-1419-3,value-1419-4,14190026966,value-1419-6,value-1419-7,value-1419-8,value-1419-9,14190026971,value-1419-11,value-1419-12,value-1419-13,value-1419-14,14190026976,value-1419-16,value-1419-17,value-1419-18,value-1419-19
14200026980,value-1420-1,value-1420-2,value-1420-3,value-1420-4,14200026985,value-1420-6,value-1420-7,value-1420-8,value-1420-9,14200026990,value-1420-11,value-1420-12,value-1420-13,value-1420-14,14200026995,value-1420-16,value-1420-17,value-1420-18,value-1420-19
14210026999,value-1421-1,value-1421-2,value-1421-3,value-1421-4,14210027004,value-1421-6,value-1421-7,value-1421-8,value-1421-9,14210027009,value-1421-11,value-1421-12,value-1421-13,value-1421-14,14210027014,value-1421-16,value-1421-17,value-1421-18,value-1421-19
14220027018,value-1422-1,value-1422-2,value-1422-3,value-1422-4,14220027023,value-1422-6,value-1422-7,value-1422-8,value-1422-9,14220027028,value-1422-11,value-1422-12,value-1422-13,value-1422-14,14220027033,value-1422-16,value-1422-17,value-1422-18,value-1422-19
14230027037,value-1423-1,value-1423-2,value-1423-3,value-1423-4,14230027042,value-1423-6,value-1423-7,value-1423-8,value-1423-9,14230027047,value-1423-11,value-1423-12,value-1423-13,value-1423-14,14230027052,value-1423-16,value-1423-17,value-1423-18,value-1423-19
14240027056,value-1424-1,value-1424-2,value-1424-3,value-1424-4,14240027061,value-1424-6,value-1424-7,value-1424-8,value-1424-9,14240027066,value-1424-11,value-1424-12,value-1424-13,value-1424-14,14240027071,value-1424-16,value-1424-17,value-1424-18,value-1424-19
14250027075,value-1425-1,value-1425-2,value-1425-3,value-1425-4,14250027080,value-1425-6,value-1425-7,value-1425-8,value-1425-9,14250027085,value-1425-11,value-1425-12,value-1425-13,value-1425-14,14250027090,value-1425-16,value-1425-17,value-1425-18,value-1425-19
14260027094,value-1426-1,value-1426-2,value-1426-3,value-1426-4,14260027099,value-1426-6,value-1426-7,value-1426-8,value-1426-9,14260027104,value-1426-11,value-1426-12,value-1426-13,value-1426-14,14260027109,value-1426-16,value-1426-17,value-1426-18,value-1426-19
14270027113,value-1427-1,value-1427-2,value-1427-3,value-1427-4,14270027118,value-1427-6,value-1427-7,value-1427-8,value-1427-9,14270027123,value-1427-11,value-1427-12,value-1427-13,value-1427-14,14270027128,value-1427-16,value-1427-17,value-1427-18,value-1427-19
14280027132,value-1428-1,value-1428-2,value-1428-3,value-1428-4,14280027137,value-1428-6,value-1428-7,value-1428-8,value-1428-9,14280027142,value-1428-11,value-1428-12,value-1428-13,value-1428-14,14280027147,value-1428-16,value-1428-17,value-1428-18,value-1428-19
14290027151,value-1429-1,value-1429-2,value-1429-3,value-1429-4,14290027156,value-1429-6,value-1429-7,value-1429-8,value-1429-9,14290027161,value-1429-11,value-1429-12,value-1429-13,value-1429-14,14290027166,value-1429-16,value-1429-17,value-1429-18,value-1429-19
14300027170,value-1430-1,value-1430-2,value-1430-3,value-1430-4,14300027175,value-1430-6,value-1430-7,value-1430-8,value-1430-9,14300027180,value-1430-11,value-1430-12,value-1430-13,value-1430-14,14300027185,value-1430-16,value-1430-17,value-1430-18,value-1430-19
14310027189,value-1431-1,value-1431-2,value-1431-3,value-1431-4,14310027194,value-1431-6,value-1431-7,value-1431-8,value-1431-9,14310027199,value-1431-11,value-1431-12,value-1431-13,value-1431-14,14310027204,value-1431-16,value-1431-17,value-1431-18,value-1431-19
14320027208,value-1432-1,value-1432-2,value-1432-3,value-1432-4,14320027213,value-1432-6,value-1432-7,value-1432-8,value-1432-9,14320027218,value-1432-11,value-1432-12,value-1432-13,value-1432-14,14320027223,value-1432-16,value-1432-17,value-1432-18,value-1432-19
14330027227,value-1433-1,value-1433-2,value-1433-3,value-1433-4,14330027232,value-1433-6,value-1433-7,value-1433-8,value-1433-9,14330027237,value-1433-11,value-1433-12,value-1433-13,value-1433-14,14330027242,value-1433-16,value-1433-17,value-1433-18,value-1433-19
14340027246,value-1434-1,value-1434-2,value-1434-3,value-1434-4,14340027251,value-1434-6,value-1434-7,value-1434-8,value-1434-9,14340027256,value-1434-11,value-1434-12,value-1434-13,value-1434-14,14340027261,value-1434-16,value-1434-17,value-1434-18,value-1434-19
14350027265,value-1435-1,value-1435-2,value-1435-3,value-1435-4,14350027270,value-1435-6,value-1435-7,value-1435-8,value-1435-9,14350027275,value-1435-11,value-1435-12,value-1435-13,value-1435-14,14350027280,value-1435-16,value-1435-17,value-1435-18,value-1435-19
14360027284,value-1436-1,value-1436-2,value-1436-3,value-1436-4,14360027289,value-1436-6,value-1436-7,value-1436-8,value-1436-9,14360027294,value-1436-11,value-1436-12,value-1436-13,value-1436-14,14360027299,value-1436-16,value-1436-17,value-1436-18,value-1436-19
14370027303,value-1437-1,value-1437-2,value-1437-3,value-1437-4,14370027308,value-1437-6,value-1437-7,value-1437-8,value-1437-9,14370027313,value-1437-11,value-1437-12,value-1437-13,value-1437-14,14370027318,value-1437-16,value-1437-17,value-1437-18,value-1437-19
14380027322,value-1438-1,value-1438-2,value-1438-3,value-1438-4,14380027327,value-1438-6,value-1438-7,value-1438-8,value-1438-9,14380027332,value-1438-11,value-1438-12,value-1438-13,value-1438-14,14380027337,value-1438-16,value-1438-17,value-1438-18,value-1438-19
14390027341,value-1439-1,value-1439-2,value-1439-3,value-1439-4,14390027346,value-1439-6,value-1439-7,value-1439-8,value-1439-9,14390027351,value-1439-11,value-1439-12,value-1439-13,value-1439-14,14390027356,value-1439-16,value-1439-17,value-1439-18,value-1439-19
14400027360,value-1440-1,value-1440-2,value-1440-3,value-1440-4,14400027365,value-1440-6,value-1440-7,value-1440-8,value-1440-9,14400027370,value-1440-11,value-1440-12,value-1440-13,value-1440-14,14400027375,value-1440-16,value-1440-17,value-1440-18,value-1440-19
14410027379,value-1441-1,value-1441-2,value-1441-3,value-1441-4,14410027384,value-1441-6,value-1441-7,value-1441-8,value-1441-9,14410027389,value-1441-11,value-1441-12,value-1441-13,value-1441-14,14410027394,value-1441-16,value-1441-17,value-1441-18,value-1441-19
14420027398,value-1442-1,value-1442-2,value-1442-3,value-1442-4,14420027403,value-1442-6,value-1442-7,value-1442-8,value-1442-9,14420027408,value-1442-11,value-1442-12,value-1442-13,value-1442-14,14420027413,value-1442-16,value-1442-17,value-1442-18,value-1442-19
14430027417,value-1443-1,value-1443-2,value-1443-3,value-1443-4,14430027422,value-1443-6,value-1443-7,value-1443-8,value-1443-9,14430027427,value-1443-11,value-1443-12,value-1443-13,value-1443-14,14430027432,value-1443-16,value-1443-17,value-1443-18,value-1443-19
14440027436,value-1444-1,value-1444-2,value-1444-3,value-1444-4,14440027441,value-1444-6,value-1444-7,value-1444-8,value-1444-9,14440027446,value-1444-11,value-1444-12,value-1444-13,value-1444-14,14440027451,value-1444-16,value-1444-17,value-1444-18,value-1444-19
14450027455,value-1445-1,value-1445-2,value-1445-3,value-1445-4,14450027460,value-1445-6,value-1445-7,value-1445-8,value-1445-9,14450027465,value-1445-11,value-1445-12,value-1445-13,value-1445-14,14450027470,value-1445-16,value-1445-17,value-1445-18,value-1445-19
14460027474,value-1446-1,value-1446-2,value-1446-3,value-1446-4,14460027479,value-1446-6,value-1446-7,value-1446-8,value-1446-9,14460027484,value-1446-11,value-1446-12,value-1446-13,value-1446-14,14460027489,value-1446-16,value-1446-17,value-1446-18,value-1446-19
14470027493,value-1447-1,value-1447-2,value-1447-3,value-1447-4,14470027498,value-1447-6,value-1447-7,value-1447-8,value-1447-9,14470027503,value-1447-11,value-1447-12,value-1447-13,value-1447-14,14470027508,value-1447-16,value-1447-17,value-1447-18,value-1447-19
14480027512,value-1448-1,value-1448-2,value-1448-3,value-1448-4,14480027517,value-1448-6,value-1448-7,value-1448-8,value-1448-9,14480027522,value-1448-11,value-1448-12,value-1448-13,value-1448-14,14480027527,value-1448-16,value-1448-17,value-1448-18,value-1448-19
14490027531,value-1449-1,value-1449-2,value-1449-3,value-1449-4,14490027536,value-1449-6,value-1449-7,value-1449-8,value-1449-9,14490027541,value-1449-11,value-1449-12,value-1449-13,value-1449-14,14490027546,value-1449-16,value-1449-17,value-1449-18,value-1449-19
14500027550,value-1450-1,value-1450-2,value-1450-3,value-1450-4,14500027555,value-1450-6,value-1450-7,value-1450-8,value-1450-9,14500027560,value-1450-11,value-1450-12,value-1450-13,value-1450-14,14500027565,value-1450-16,value-1450-17,value-1450-18,value-1450-19
14510027569,value-1451-1,value-1451-2,value-1451-3,value-1451-4,14510027574,value-1451-6,value-1451-7,value-1451-8,value-1451-9,14510027579,value-1451-11,value-1451-12,value-1451-13,value-1451-14,14510027584,value-1451-16,value-1451-17,value-1451-18,value-1451-19
14520027588,value-1452-1,value-1452-2,value-1452-3,value-1452-4,14520027593,value-1452-6,value-1452-7,value-1452-8,value-1452-9,14520027598,value-1452-11,value-1452-12,value-1452-13,value-1452-14,14520027603,value-1452-16,value-1452-17,value-1452-18,value-1452-19
14530027607,value-1453-1,value-1453-2,value-1453-3,value-1453-4,14530027612,value-1453-6,value-1453-7,value-1453-8,value-1453-9,14530027617,value-1453-11,value-1453-12,value-1453-13,value-1453-14,14530027622,value-1453-16,value-1453-17,value-1453-18,value-1453-19
14540027626,value-1454-1,value-1454-2,value-1454-3,value-1454-4,14540027631,value-1454-6,value-1454-7,value-1454-8,value-1454-9,14540027636,value-1454-11,value-1454-12,value-1454-13,value-1454-14,14540027641,value-1454-16,value-1454-17,value-1454-18,value-1454-19
14550027645,value-1455-1,value-1455-2,value-1455-3,value-1455-4,14550027650,value-1455-6,value-1455-7,value-1455-8,value-1455-9,14550027655,value-1455-11,value-1455-12,value-1455-13,value-1455-14,14550027660,value-1455-16,value-1455-17,value-1455-18,value-1455-19
14560027664,value-1456-1,value-1456-2,value-1456-3,value-1456-4,14560027669,value-1456-6,value-1456-7,value-1456-8,value-1456-9,14560027674,value-1456-11,value-1456-12,value-1456-13,value-1456-14,14560027679,value-1456-16,value-1456-17,value-1456-18,value-1456-19
14570027683,value-1457-1,value-1457-2,value-1457-3,value-1457-4,14570027688,value-1457-6,value-1457-7,value-1457-8,value-1457-9,14570027693,value-1457-11,value-1457-12,value-1457-13,value-1457-14,14570027698,value-1457-16,value-1457-17,value-1457-18,value-1457-19
14580027702,value-1458-1,value-1458-2,value-1458-3,value-1458-4,14580027707,value-1458-6,value-1458-7,value-1458-8,value-1458-9,14580027712,value-1458-11,value-1458-12,value-1458-13,value-1458-14,14580027717,value-1458-16,value-1458-17,value-1458-18,value-1458-19
14590027721,value-1459-1,value-1459-2,value-1459-3,value-1459-4,14590027726,value-1459-6,value-1459-7,value-1459-8,value-1459-9,14590027731,value-1459-11,value-1459-12,value-1459-13,value-1459-14,14590027736,value-1459-16,value-1459-17,value-1459-18,value-1459-19
14600027740,value-1460-1,value-1460-2,value-1460-3,value-1460-4,14600027745,value-1460-6,value-1460-7,value-1460-8,value-1460-9,14600027750,value-1460-11,value-1460-12,value-1460-13,value-1460-14,14600027755,value-1460-16,value-1460-17,value-1460-18,value-1460-19
14610027759,value-1461-1,value-1461-2,value-1461-3,value-1461-4,14610027764,value-1461-6,value-1461-7,value-1461-8,value-1461-9,14610027769,value-1461-11,value-1461-12,value-1461-13,value-1461-14,14610027774,value-1461-16,value-1461-17,value-1461-18,value-1461-19
14620027778,value-1462-1,value-1462-2,value-1462-3,value-1462-4,14620027783,value-1462-6,value-1462-7,value-1462-8,value-1462-9,14620027788,value-1462-11,value-1462-12,value-1462-13,value-1462-14,14620027793,value-1462-16,value-1462-17,value-1462-18,value-1462-19
14630027797,value-1463-1,value-1463-2,value-1463-3,value-1463-4,14630027802,value-1463-6,value-1463-7,value-1463-8,value-1463-9,14630027807,value-1463-11,value-1463-12,value-1463-13,value-1463-14,14630027812,value-1463-16,value-1463-17,value-1463-18,value-1463-19
14640027816,value-1464-1,value-1464-2,value-1464-3,value-1464-4,14640027821,value-1464-6,value-1464-7,value-1464-8,value-1464-9,14640027826,value-1464-11,value-1464-12,value-1464-13,value-1464-14,14640027831,value-1464-16,value-1464-17,value-1464-18,value-1464-19
14650027835,value-1465-1,value-1465-2,value-1465-3,value-1465-4,14650027840,value-1465-6,value-1465-7,value-1465-8,value-1465-9,14650027845,value-1465-11,value-1465-12,value-1465-13,value-1465-14,14650027850,value-1465-16,value-1465-17,value-1465-18,value-1465-19
14660027854,value-1466-1,value-1466-2,value-1466-3,value-1466-4,14660027859,value-1466-6,value-1466-7,value-1466-8,value-1466-9,14660027864,value-1466-11,value-1466-12,value-1466-13,value-1466-14,14660027869,value-1466-16,value-1466-17,value-1466-18,value-1466-19
14670027873,value-1467-1,value-1467-2,value-1467-3,value-1467-4,14670027878,value-1467-6,value-1467-7,value-1467-8,value-1467-9,14670027883,value-1467-11,value-1467-12,value-1467-13,value-1467-14,14670027888,value-1467-16,value-1467-17,value-1467-18,value-1467-19
14680027892,value-1468-1,value-1468-2,value-1468-3,value-1468-4,14680027897,value-1468-6,value-1468-7,value-1468-8,value-1468-9,14680027902,value-1468-11,value-1468-12,value-1468-13,value-1468-14,14680027907,value-1468-16,value-1468-17,value-1468-18,value-1468-19
14690027911,value-1469-1,value-1469-2,value-1469-3,value-1469-4,14690027916,value-1469-6,value-1469-7,value-1469-8,value-1469-9,14690027921,value-1469-11,value-1469-12,value-1469-13,value-1469-14,14690027926,value-1469-16,value-1469-17,value-1469-18,value-1469-19
14700027930,value-1470-1,value-1470-2,value-1470-3,value-1470-4,14700027935,value-1470-6,value-1470-7,value-1470-8,value-1470-9,14700027940,value-1470-11,value-1470-12,value-1470-13,value-1470-14,14700027945,value-1470-16,value-1470-17,value-1470-18,value-1470-19
